ID,License Plate Number,Enable or not,Start time,Expiration time,Time,Alarm,Blacklist or not,Unique code
308,WWX7361,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWX7361
309,WQQ9216,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQQ9216
310,WA1812C,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA1812C
311,W2998H,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W2998H
312,WC3905V,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC3905V
313,WC2928W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC2928W
314,WB8719D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB8719D
315,VCF6292,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCF6292
316,ASEANXIII36,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ASEANXIII36
317,RQ3363,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RQ3363
318,KV8232D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KV8232D
319,WXC3363,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXC3363
320,WXC2607,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXC2607
321,WC3358E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC3358E
322,WQT1316,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQT1316
323,W6131A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W6131A
324,WA5393B,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA5393B
325,BPC2255,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPC2255
326,VCR3991,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCR3991
327,WUX9272,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUX9272
328,BKW3986,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKW3986
329,VGE8263,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGE8263
330,VCQ7365,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCQ7365
331,VGK971,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGK971
332,VCR9075,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCR9075
333,C8691W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,C8691W
334,JSB6365,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JSB6365
335,WMV2060,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WMV2060
336,WWN4683,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWN4683
337,VGQ6845,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGQ6845
338,VGD5768,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGD5768
339,QA4423F,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QA4423F
340,SK1444C,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SK1444C
341,BMY3919,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMY3919
342,WC4760D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC4760D
343,BGE5509,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BGE5509
344,QAA8434Q,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QAA8434Q
345,MBU3849,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MBU3849
346,VY6786,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VY6786
347,W8581E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W8581E
348,WA6239T,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA6239T
349,VFK1229,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFK1229
350,JNM3226,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JNM3226
351,WVG5993,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVG5993
352,AHA9186,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AHA9186
353,W1516E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W1516E
354,WA2148D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA2148D
355,VGC3937,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGC3937
356,JPW2568,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JPW2568
357,SIA3737,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SIA3737
358,VFU6313,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFU6313
359,WXL3933,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXL3933
360,VGH4098,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGH4098
361,BNK9046,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNK9046
362,VFN1183,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFN1183
363,VCY3328,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCY3328
364,RVWMS60,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RVWMS60
365,VFU7687,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFU7687
366,VDP9119,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDP9119
367,EVAH772,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,EVAH772
368,WPF8218,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPF8218
369,BML1362,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BML1362
370,WKK5566,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WKK5566
371,BQL8915,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQL8915
372,YWC640P,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,YWC640P
373,VFA7522,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFA7522
374,VGB8048,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGB8048
375,PPS6572,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PPS6572
376,VGF9211,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGF9211
377,VEH4033,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEH4033
378,BNB6345,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNB6345
379,FB1006,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,FB1006
380,WWF7999,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWF7999
381,WWJ7999,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWJ7999
382,RV4853,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RV4853
383,WES5642,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WES5642
384,VFF4854,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFF4854
385,NCK605,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NCK605
386,TCA755,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TCA755
387,BQF1227,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQF1227
388,WTW4303,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTW4303
389,W3065A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W3065A
390,WC7108W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC7108W
391,WD9040,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WD9040
392,BPF3786,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPF3786
393,JKP7788,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JKP7788
394,VED2181,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VED2181
395,KEY8208,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KEY8208
396,VFX8599,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFX8599
397,VEX6288,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEX6288
398,VGK6669,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGK6669
399,VET2547,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VET2547
400,VAV2244,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAV2244
401,VCH424,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCH424
402,VEC8632,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEC8632
403,WC2011D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC2011D
404,VBE8850,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBE8850
405,WWP6698,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWP6698
406,WYB2211,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYB2211
407,WSU7252,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSU7252
408,BKF6742,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKF6742
409,BMW530i,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMW530i
410,WXS8248,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXS8248
411,RQ3363,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RQ3363
412,RS5292,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RS5292
413,YRS5156,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,YRS5156
414,WKB6994,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WKB6994
415,JQT6016,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JQT6016
416,WUV2255,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUV2255
417,VAM2561,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAM2561
418,WA4170G,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA4170G
419,VAG6135,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAG6135
420,WC8307G,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC8307G
421,CKAJG90,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,CKAJG90
422,DAFJ16,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DAFJ16
423,WVA3898,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVA3898
424,KBB4141,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KBB4141
425,JEF9200,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JEF9200
426,yALMERA,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,yALMERA
427,WSG4385,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSG4385
428,WLP3786,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLP3786
429,NBN5445,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NBN5445
430,EWGY100,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,EWGY100
431,JRK2099,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JRK2099
432,DAM1661,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DAM1661
433,WQL2188,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQL2188
434,WVF3489,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVF3489
435,VBR6612,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBR6612
436,VE8253,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VE8253
437,WD5970E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WD5970E
438,WB6300C,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB6300C
439,BPP8869,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPP8869
440,WYT8690,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYT8690
441,RX3178,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RX3178
442,WLT2923,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLT2923
443,VAB1801,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAB1801
444,W3118T,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W3118T
445,BNM8633,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNM8633
446,WA9964Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA9964Y
447,VBH6815,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBH6815
448,JRS9238,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JRS9238
449,WC8854V,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC8854V
450,GT9304,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,GT9304
451,JRR8722,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JRR8722
452,WNX6258,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WNX6258
453,WLP3786,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLP3786
454,WTS8180,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTS8180
455,WWK3085,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWK3085
456,VBL6763,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBL6763
457,VBH508,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBH508
458,WQQ8460,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQQ8460
459,SU8880E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SU8880E
460,VBD8776,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBD8776
461,VAX7789,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAX7789
462,WXG5630,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXG5630
463,WXN8966,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXN8966
464,PLU9888,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PLU9888
465,VCM6628,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCM6628
466,DCS4674,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DCS4674
467,VV4231,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VV4231
468,VHV9046,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHV9046
469,VGG9140,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGG9140
470,VCQ8224,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCQ8224
471,WB8981N,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB8981N
472,PPN556,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PPN556
473,W8022E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W8022E
474,WA2011D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA2011D
475,WVL976,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVL976
476,VCH72022,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCH72022
477,VHN3312,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHN3312
478,JTF419,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JTF419
479,WUQ170,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUQ170
480,VHJ306,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHJ306
481,VFX5084,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFX5084
482,VFQ8712,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFQ8712
483,QCK811,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QCK811
484,JNE795,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JNE795
485,VBT1502,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBT1502
486,BMW7151,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMW7151
487,KED7393,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KED7393
488,VHL8535,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHL8535
489,WXM7695,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXM7695
490,VAX5330,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAX5330
491,VDG4922,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDG4922
492,WXM8062,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXM8062
493,RAL4837,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RAL4837
494,VCS4922,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCS4922
495,VBU2318,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBU2318
496,VFV9763,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFV9763
497,QAA3757W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QAA3757W
498,WB9664J,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB9664J
499,KCL4040,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KCL4040
500,SYM8844,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SYM8844
501,VFR1198,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFR1198
502,NBB9918,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NBB9918
503,BEC9918,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BEC9918
504,WNM7507,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WNM7507
505,VGX2541,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGX2541
506,VHK9904,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHK9904
507,GIM2277,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,GIM2277
508,WYW8988,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYW8988
509,VV3771,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VV3771
510,AKU3669,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AKU3669
511,KBD2851,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KBD2851
512,BNL1197,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNL1197
513,VBM8213,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBM8213
514,WRJ2481,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WRJ2481
515,WC3701U,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC3701U
516,W6687D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W6687D
517,VBG2261,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBG2261
518,WYT8690,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYT8690
519,VAU2662,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAU2662
520,JGU4,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JGU4
521,W25683R,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W25683R
522,VBY983,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBY983
523,VBH8213,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBH8213
524,QPB775,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QPB775
525,WPN1026,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPN1026
526,VBT8713,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBT8713
527,VCE4202,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCE4202
528,BNG9887,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNG9887
529,AKT6386,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AKT6386
530,VAP4980,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAP4980
531,WWN226,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWN226
532,BPJ6005,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPJ6005
533,VCA1316,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCA1316
534,PJV5209,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PJV5209
535,VBS248,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBS248
536,RK85,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RK85
537,WXT6431,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXT6431
538,VBY2668,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBY2668
539,VBR4765,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBR4765
540,VAN6859,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAN6859
541,BGH9105,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BGH9105
542,BPL228,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPL228
543,W1801G,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W1801G
544,W1128G,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W1128G
545,NCC9455,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NCC9455
546,JHW7993,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JHW7993
547,MDC3230,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MDC3230
548,WNR3588,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WNR3588
549,NCY1927,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NCY1927
550,WLQ140,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLQ140
551,BMH6135,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMH6135
552,MPHY943,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MPHY943
553,ALD9328,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ALD9328
554,VBD7885,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBD7885
555,VAM9818,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAM9818
556,BKS6236,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKS6236
557,VCB9089,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCB9089
558,WC1029D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC1029D
559,WYY1810,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYY1810
560,ACKJPE9,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ACKJPE9
561,WC7887C,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC7887C
562,T4,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,T4
563,WB9943U,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB9943U
564,BMG7159,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMG7159
565,WB1918A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB1918A
566,WPA2376,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPA2376
567,YY2701,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,YY2701
568,VY3427,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VY3427
569,VCE8868,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCE8868
570,JMJ6777,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JMJ6777
571,WB7570N,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB7570N
572,BNW8317,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNW8317
573,VBV9819,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBV9819
574,BPP5993,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPP5993
575,WVS8452,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVS8452
576,ABU9490,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ABU9490
577,WTA4734,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTA4734
578,VN1802,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VN1802
579,VBB1846,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBB1846
580,AJP7199,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AJP7199
581,VAC9118,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAC9118
582,BPP3898,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPP3898
583,WA941OW,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA941OW
584,VCS155,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCS155
585,BHR1206,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BHR1206
586,JNR128,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JNR128
587,WUD7024,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUD7024
588,VEW2817,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEW2817
589,JMY4204,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JMY4204
590,VBQ8864,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBQ8864
591,VFN9323,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFN9323
592,VA5216,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VA5216
593,VBU9021,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBU9021
594,WA8428G,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA8428G
595,PPG2326,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PPG2326
596,VER7219,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VER7219
597,JSW3631,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JSW3631
598,WMX8429,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WMX8429
599,WA3737K,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA3737K
600,AJK6622,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AJK6622
601,WNH563,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WNH563
602,WB6258X,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB6258X
603,VAR1826,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAR1826
604,VBK12,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBK12
605,WB7625L,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB7625L
606,WLG8302,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLG8302
607,VCB7714,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCB7714
608,WPS4333,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPS4333
609,PNM913,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PNM913
610,SAB8269Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SAB8269Y
611,BQB8633,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQB8633
612,WC6115E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC6115E
613,BJQ9666,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BJQ9666
614,WHF7200,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WHF7200
615,VDG3066,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDG3066
616,VDE4512,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDE4512
617,VEX12,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEX12
618,WKY8448,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WKY8448
