ID,License Plate Number,Enable or not,Start time,Expiration time,Time,Alarm,Blacklist or not,Unique code
1238,WHV9380,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WHV9380
1239,BJE2286,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BJE2286
1240,DEE6766,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DEE6766
1241,VDA6676,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDA6676
1242,UM1698,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,UM1698
1243,SU2060H,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SU2060H
1244,VBP2304,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBP2304
1245,PQB3233,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PQB3233
1246,WXR8391,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXR8391
1247,VGX7521,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGX7521
1248,NDT1055,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NDT1055
1249,JUM5151,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JUM5151
1250,DS5999,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DS5999
1251,MBF635,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MBF635
1252,WC2791,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC2791
1253,BLR7998,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BLR7998
1254,VA5195,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VA5195
1255,VFQ3118,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFQ3118
1256,NAV1203,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NAV1203
1257,TCJ8548,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TCJ8548
1258,VFD6688,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFD6688
1259,WC5046E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC5046E
1260,VHF1868,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHF1868
1261,WSL9007,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSL9007
1262,VDA6293,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDA6293
1263,WYR3220,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYR3220
1264,WA5250L,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA5250L
1265,VFJ8870,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFJ8870
1266,JPN6932,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JPN6932
1267,VGV5913,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGV5913
1268,SK1216B,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SK1216B
1269,VHH9559,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHH9559
1270,WB2250W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB2250W
1271,VHH9388,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHH9388
1272,BNC6190,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNC6190
1273,ALC880,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ALC880
1274,JUM9898,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JUM9898
1275,BQT1218,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQT1218
1276,VA5195,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VA5195
1277,PKR368,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PKR368
1278,JDT1154,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JDT1154
1279,BNS8392,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNS8392
1280,BQP5548,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQP5548
1281,WVB721,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVB721
1282,VGL3997,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGL3997
1283,VE6399,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VE6399
1284,WYT5792,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYT5792
1285,WB6201B,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB6201B
1286,BNS9661,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNS9661
1287,SAC9796C,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SAC9796C
1288,ST8501X,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ST8501X
1289,TBS8685,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TBS8685
1290,CEM593,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,CEM593
1291,VBD9262,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBD9262
1292,VGY8717,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGY8717
1293,BQR1071,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQR1071
1294,WWS650,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWS650
1295,WXU2289,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXU2289
1296,VHD9564,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHD9564
1297,WC1019N,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC1019N
1298,WVQ6018,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVQ6018
1299,WYS6066,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYS6066
1300,W1801S,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W1801S
1301,JPS9122,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JPS9122
1302,WRD8379,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WRD8379
1303,JSH3337,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JSH3337
1304,VAB421,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAB421
1305,WXF5011,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXF5011
1306,VES1801,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VES1801
1307,WQD7094,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQD7094
1308,WC2340,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC2340
1309,WQR654,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQR654
1310,WVJ9100,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVJ9100
1311,VEM2326,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEM2326
1312,VEL1260,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEL1260
1313,WA2256Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA2256Y
1314,VX2701,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VX2701
1315,KAH1378,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KAH1378
1316,BMR3699,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMR3699
1317,NDC3868,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NDC3868
1318,JMC7577,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JMC7577
1319,VAG7887,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAG7887
1320,VBY7887,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBY7887
1321,VAB5097,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAB5097
1322,VCN2218,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCN2218
1323,WC8399L,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC8399L
1324,WSG8916,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSG8916
1325,WSH6763,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSH6763
1326,WRH5723,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WRH5723
1327,FA158,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,FA158
1328,WWN9067,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWN9067
1329,VDU3759,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDU3759
1330,WA5714B,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA5714B
1331,DDQ9368,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DDQ9368
1332,VCM6699,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCM6699
1333,VDY9861,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDY9861
1334,WRM3600,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WRM3600
1335,MDB683,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MDB683
1336,WKX9613,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WKX9613
1337,KCF7764,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KCF7764
1338,VCR5885,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCR5885
1339,RN97,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RN97
1340,WAV2662,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WAV2662
1341,VDX3989,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDX3989
1342,VA2032,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VA2032
1343,VG6993,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VG6993
1344,PJC8471,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PJC8471
1345,VDU6689,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDU6689
1346,WKD6962,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WKD6962
1347,AGR1188,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AGR1188
1348,VCW2398,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCW2398
1349,SMN7475P,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SMN7475P
1350,WNS4777,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WNS4777
1351,VDU5737,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDU5737
1352,AN6897,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AN6897
1353,SK5379,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SK5379
1354,5061N,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,5061N
1355,WC2552C,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC2552C
1356,F5693,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,F5693
1357,UUU5566,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,UUU5566
1358,SYF1775,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SYF1775
1359,WUS1085,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUS1085
1360,PMT7389,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PMT7389
1361,AKP3193,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AKP3193
1362,KEG6660,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KEG6660
1363,BPM5550,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPM5550
1364,SYA8685,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SYA8685
1365,WWN4177,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWN4177
1366,VFY9319,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFY9319
1367,VDK3103,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDK3103
1368,VBB1312,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBB1312
1369,WC5015Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC5015Y
1370,WA2226S,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA2226S
1371,VFY3754,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFY3754
1372,VU6169,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VU6169
1373,AKD8665,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AKD8665
1374,NM4025,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NM4025
1375,VGB764,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGB764
1376,VBM4884,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBM4884
1377,BQL8699,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQL8699
1378,WNK5656,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WNK5656
1379,RAE7104,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RAE7104
1380,VJ5569,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJ5569
1381,ALK1365,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ALK1365
1382,QSW4,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QSW4
1383,WPF9458,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPF9458
1384,QTR8864,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QTR8864
1385,VFF6135,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFF6135
1386,VCQ8688,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCQ8688
1387,WKN9059,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WKN9059
1388,WWD1092,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWD1092
1389,VED888,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VED888
1390,PMT5349,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PMT5349
1391,BNB7777,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNB7777
1392,WB3392N,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB3392N
1393,WWV775,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWV775
1394,PPD7338,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PPD7338
1395,ALJ9086,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ALJ9086
1396,WNX1312,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WNX1312
1397,WHV7788,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WHV7788
1398,PKR988,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PKR988
1399,VFD5292,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFD5292
1400,WXH5810,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXH5810
1401,WIC9177,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WIC9177
1402,WQU9398,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQU9398
1403,VDJ2803,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDJ2803
1404,NAT9339,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NAT9339
1405,RS9285,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RS9285
1406,VFD3746,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFD3746
1407,WB1710R,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB1710R
1408,BPF3786,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPF3786
1409,VAH9829,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAH9829
1410,VGP8874,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGP8874
1411,VGS6131,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGS6131
1412,PKS5158,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PKS5158
1413,VT4275,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VT4275
1414,VY2155,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VY2155
1415,BNC2554,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNC2554
1416,JPD211,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JPD211
1417,WUH750,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUH750
1418,WWR7585,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWR7585
1419,AGV8101,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AGV8101
1420,BQL18,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQL18
1421,WYX7952,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYX7952
1422,WUL8133,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUL8133
1423,VDU223,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDU223
1424,WB630Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB630Y
1425,BPR7709,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPR7709
1426,MDK4491,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MDK4491
1427,WVV2620,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVV2620
1428,BLK4504,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BLK4504
1429,WXD4022,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXD4022
1430,PNX5304,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PNX5304
1431,RW708,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RW708
1432,JLU6117,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JLU6117
1433,VFJ9053,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFJ9053
1434,QTT9282,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QTT9282
1435,VEF4853,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEF4853
1436,W3329E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W3329E
1437,VDH2088,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDH2088
1438,WB1852Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB1852Y
1439,VFT2668,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFT2668
1440,JTS2932,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JTS2932
1441,VDU9288,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDU9288
1442,JMJ8225,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JMJ8225
1443,WTG5996,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTG5996
1444,VGD1222,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGD1222
1445,WTE178,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTE178
1446,VGG1064,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGG1064
1447,NCK1138,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NCK1138
1448,W1469A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W1469A
1449,WB1930K,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB1930K
1450,VBY3515,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBY3515
1451,WPY1181,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPY1181
1452,WTT6021,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTT6021
1453,PPY2107,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PPY2107
1454,TCC2715,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TCC2715
1455,VAL1783,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAL1783
1456,W3625U,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W3625U
1457,VHN6605,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHN6605
1458,JVA7198,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JVA7198
1459,SAB8218W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SAB8218W
1460,WC8766H,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC8766H
1461,JNB9717,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JNB9717
1462,VBB6969,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBB6969
1463,JKB9039,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JKB9039
1464,XX9459,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,XX9459
1465,JHC93,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JHC93
1466,VAX7539,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAX7539
1467,PNB7524,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PNB7524
1468,VW9219,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VW9219
1469,W7989K,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W7989K
1470,VBD5225,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBD5225
1471,W8826Q,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W8826Q
1472,WVJ9820,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVJ9820
1473,PKM1688,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PKM1688
1474,KEN1698,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KEN1698
1475,VK3266,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VK3266
1476,VGL9679,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGL9679
1477,PATRIOT3468,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PATRIOT3468
1478,VCR4499,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCR4499
1479,TCC3387,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TCC3387
1480,W6621G,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W6621G
1481,BHY6633,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BHY6633
1482,AJE2135,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AJE2135
1483,VGB9529,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGB9529
1484,JSB6549,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JSB6549
1485,KDB8111,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KDB8111
1486,WVD7887,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVD7887
1487,VDH1597,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDH1597
1488,VDS5772,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDS5772
1489,BPR6669,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPR6669
1490,W6201G,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W6201G
1491,WB348J,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB348J
1492,WSC5260,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSC5260
1493,KDW9221,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KDW9221
1494,KEJ8221,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KEJ8221
1495,BQG8058,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQG8058
1496,VCS155,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCS155
1497,PPD7338,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PPD7338
1498,VEW8966,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEW8966
1499,WDV9082,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WDV9082
1500,WQF8521,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQF8521
1501,VGF606,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGF606
1502,WYY8714,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYY8714
1503,BKW6098,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKW6098
1504,WTA4461,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTA4461
1505,VFQ5736,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFQ5736
1506,VFU2602,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFU2602
1507,WQF976,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQF976
1508,W126D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W126D
1509,BQP4175,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQP4175
1510,DAM1661,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DAM1661
1511,BQJ8717,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQJ8717
1512,VFN2398,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFN2398
1513,VFP8822,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFP8822
1514,WYK1461,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYK1461
1515,W7722A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W7722A
1516,WYV6824,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYV6824
1517,G1M4276,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,G1M4276
1518,BLR7998,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BLR7998
1519,VFF3765,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFF3765
1520,AKE9563,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AKE9563
1521,BQU6199,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQU6199
1522,V1P1138,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,V1P1138
1523,BNN8683,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNN8683
1524,WXD9939,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXD9939
1525,WQE9939,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQE9939
1526,BKV1934,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKV1934
1527,VAM5131,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAM5131
1528,WWE889,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWE889
1529,JNH2421,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JNH2421
1530,JRN988,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JRN988
1531,JEP2238,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JEP2238
1532,WST1182,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WST1182
1533,FA71,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,FA71
1534,TAX9678,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TAX9678
1535,SYF71,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SYF71
1536,DDF7603,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DDF7603
1537,WLN3299,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLN3299
1538,WXU183,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXU183
1539,WUN9209,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUN9209
1540,WTP2652,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTP2652
1541,VAX17,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAX17
1543,WTN9099,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTN9099
